Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Singapore,Review Editor,4,3,0,26,0.0000
Singapore,Review Editor,5,1,0,50,0.0000
Singapore,Review Editor,5,2,0,66,0.0000
Singapore,Review Editor,5,3,0,36,0.0000
Singapore,Contributing Author,1,1,0,29,0.0000
Singapore,Contributing Author,1,2,0,147,0.0000
Singapore,Contributing Author,1,3,0,9,0.0000
Singapore,Contributing Author,2,1,0,352,0.0000
Singapore,Contributing Author,2,2,0,294,0.0000
Singapore,Contributing Author,2,3,0,28,0.0000
Singapore,Contributing Author,3,1,0,518,0.0000
Singapore,Contributing Author,3,2,0,232,0.0000
Singapore,Contributing Author,3,3,0,71,0.0000
Singapore,Contributing Author,4,1,0,496,0.0000
Singapore,Contributing Author,4,2,0,217,0.0000
Singapore,Contributing Author,4,3,0,84,0.0000
Singapore,Contributing Author,5,1,0,603,0.0000
Singapore,Contributing Author,5,2,2,386,0.5181
Slovakia,Coordinating Lead Author,1,1,0,34,0.0000
Slovakia,Coordinating Lead Author,1,2,0,13,0.0000
Slovakia,Coordinating Lead Author,1,3,0,19,0.0000
Slovakia,Coordinating Lead Author,2,1,0,15,0.0000
Slovakia,Coordinating Lead Author,2,2,0,43,0.0000
Slovakia,Coordinating Lead Author,2,3,0,12,0.0000
Slovakia,Coordinating Lead Author,3,1,0,23,0.0000
Slovakia,Coordinating Lead Author,3,2,0,42,0.0000
Slovakia,Coordinating Lead Author,3,3,0,20,0.0000
Slovakia,Coordinating Lead Author,4,1,0,25,0.0000
Slovakia,Coordinating Lead Author,4,2,0,51,0.0000
Slovakia,Coordinating Lead Author,4,3,0,25,0.0000
Slovakia,Coordinating Lead Author,5,1,0,29,0.0000
Slovakia,Coordinating Lead Author,5,2,0,64,0.0000
Slovakia,Coordinating Lead Author,5,3,0,34,0.0000
Slovakia,Lead Author,1,1,0,214,0.0000
Slovakia,Lead Author,1,2,0,11,0.0000
Slovakia,Lead Author,1,3,0,43,0.0000
Slovakia,Lead Author,2,1,0,84,0.0000
Slovakia,Lead Author,2,2,0,287,0.0000
Slovakia,Lead Author,2,3,0,65,0.0000
Slovakia,Lead Author,3,1,0,137,0.0000
Slovakia,Lead Author,3,2,1,184,0.5435
Slovakia,Lead Author,3,3,0,139,0.0000
Slovakia,Lead Author,4,1,0,139,0.0000
Slovakia,Lead Author,4,2,0,197,0.0000
Slovakia,Lead Author,4,3,0,175,0.0000
Slovakia,Lead Author,5,1,0,195,0.0000
Slovakia,Lead Author,5,2,0,236,0.0000
Slovakia,Lead Author,5,3,0,243,0.0000
Slovakia,Review Editor,3,1,0,21,0.0000
Slovakia,Review Editor,3,2,0,34,0.0000
Slovakia,Review Editor,3,3,0,19,0.0000
Slovakia,Review Editor,4,1,0,26,0.0000
Slovakia,Review Editor,4,2,0,46,0.0000
Slovakia,Review Editor,4,3,0,26,0.0000
Slovakia,Review Editor,5,1,0,50,0.0000
Slovakia,Review Editor,5,2,0,66,0.0000
Slovakia,Review Editor,5,3,0,36,0.0000
Slovakia,Contributing Author,1,1,0,29,0.0000
Slovakia,Contributing Author,1,2,0,147,0.0000
Slovakia,Contributing Author,1,3,0,9,0.0000
Slovakia,Contributing Author,2,1,0,352,0.0000
Slovakia,Contributing Author,2,2,0,294,0.0000
Slovakia,Contributing Author,2,3,0,28,0.0000
Slovakia,Contributing Author,3,1,0,518,0.0000
Slovakia,Contributing Author,3,2,0,232,0.0000
Slovakia,Contributing Author,3,3,0,71,0.0000
Slovakia,Contributing Author,4,1,0,496,0.0000
Slovakia,Contributing Author,4,2,0,217,0.0000
Slovakia,Contributing Author,4,3,0,84,0.0000
Slovakia,Contributing Author,5,1,0,603,0.0000
Slovakia,Contributing Author,5,2,0,386,0.0000
Slovenia,Coordinating Lead Author,1,1,0,34,0.0000
Slovenia,Coordinating Lead Author,1,2,0,13,0.0000
Slovenia,Coordinating Lead Author,1,3,0,19,0.0000
Slovenia,Coordinating Lead Author,2,1,0,15,0.0000
Slovenia,Coordinating Lead Author,2,2,0,43,0.0000
Slovenia,Coordinating Lead Author,2,3,0,12,0.0000
Slovenia,Coordinating Lead Author,3,1,0,23,0.0000
Slovenia,Coordinating Lead Author,3,2,0,42,0.0000
Slovenia,Coordinating Lead Author,3,3,0,20,0.0000
Slovenia,Coordinating Lead Author,4,1,0,25,0.0000
Slovenia,Coordinating Lead Author,4,2,0,51,0.0000
Slovenia,Coordinating Lead Author,4,3,0,25,0.0000
Slovenia,Coordinating Lead Author,5,1,0,29,0.0000
Slovenia,Coordinating Lead Author,5,2,0,64,0.0000
Slovenia,Coordinating Lead Author,5,3,0,34,0.0000
Slovenia,Lead Author,1,1,0,214,0.0000
Slovenia,Lead Author,1,2,0,11,0.0000
Slovenia,Lead Author,1,3,0,43,0.0000
Slovenia,Lead Author,2,1,0,84,0.0000
Slovenia,Lead Author,2,2,0,287,0.0000
Slovenia,Lead Author,2,3,0,65,0.0000
Slovenia,Lead Author,3,1,0,137,0.0000
Slovenia,Lead Author,3,2,0,184,0.0000
Slovenia,Lead Author,3,3,0,139,0.0000
Slovenia,Lead Author,4,1,0,139,0.0000
Slovenia,Lead Author,4,2,1,197,0.5076
Slovenia,Lead Author,4,3,0,175,0.0000
Slovenia,Lead Author,5,1,0,195,0.0000
Slovenia,Lead Author,5,2,0,236,0.0000
Slovenia,Lead Author,5,3,0,243,0.0000
Slovenia,Review Editor,3,1,0,21,0.0000
Slovenia,Review Editor,3,2,0,34,0.0000
Slovenia,Review Editor,3,3,0,19,0.0000
Slovenia,Review Editor,4,1,0,26,0.0000
Slovenia,Review Editor,4,2,1,46,2.1739
Slovenia,Review Editor,4,3,0,26,0.0000
Slovenia,Review Editor,5,1,0,50,0.0000
Slovenia,Review Editor,5,2,1,66,1.5152
Slovenia,Review Editor,5,3,0,36,0.0000
Slovenia,Contributing Author,1,1,0,29,0.0000
Slovenia,Contributing Author,1,2,0,147,0.0000
Slovenia,Contributing Author,1,3,0,9,0.0000
Slovenia,Contributing Author,2,1,0,352,0.0000
Slovenia,Contributing Author,2,2,0,294,0.0000
Slovenia,Contributing Author,2,3,0,28,0.0000
Slovenia,Contributing Author,3,1,0,518,0.0000
Slovenia,Contributing Author,3,2,0,232,0.0000
Slovenia,Contributing Author,3,3,0,71,0.0000
Slovenia,Contributing Author,4,1,0,496,0.0000
Slovenia,Contributing Author,4,2,0,217,0.0000
Slovenia,Contributing Author,4,3,0,84,0.0000
Slovenia,Contributing Author,5,1,0,603,0.0000
Slovenia,Contributing Author,5,2,0,386,0.0000
South Africa,Coordinating Lead Author,1,1,0,34,0.0000
South Africa,Coordinating Lead Author,1,2,0,13,0.0000
South Africa,Coordinating Lead Author,1,3,0,19,0.0000
South Africa,Coordinating Lead Author,2,1,0,15,0.0000
South Africa,Coordinating Lead Author,2,2,0,43,0.0000
South Africa,Coordinating Lead Author,2,3,0,12,0.0000
South Africa,Coordinating Lead Author,3,1,1,23,4.3478
South Africa,Coordinating Lead Author,3,2,0,42,0.0000
South Africa,Coordinating Lead Author,3,3,0,20,0.0000
South Africa,Coordinating Lead Author,4,1,1,25,4.0000
South Africa,Coordinating Lead Author,4,2,2,51,3.9216
South Africa,Coordinating Lead Author,4,3,0,25,0.0000
South Africa,Coordinating Lead Author,5,1,0,29,0.0000
South Africa,Coordinating Lead Author,5,2,3,64,4.6875
South Africa,Coordinating Lead Author,5,3,0,34,0.0000
South Africa,Lead Author,1,1,0,214,0.0000
South Africa,Lead Author,1,2,0,11,0.0000
South Africa,Lead Author,1,3,0,43,0.0000
South Africa,Lead Author,2,1,0,84,0.0000
South Africa,Lead Author,2,2,1,287,0.3484
South Africa,Lead Author,2,3,0,65,0.0000
South Africa,Lead Author,3,1,3,137,2.1898
South Africa,Lead Author,3,2,1,184,0.5435
South Africa,Lead Author,3,3,2,139,1.4388
South Africa,Lead Author,4,1,1,139,0.7194
South Africa,Lead Author,4,2,2,197,1.0152
South Africa,Lead Author,4,3,4,175,2.2857
South Africa,Lead Author,5,1,2,195,1.0256
South Africa,Lead Author,5,2,8,236,3.3898
South Africa,Lead Author,5,3,4,243,1.6461
South Africa,Review Editor,3,1,0,21,0.0000
South Africa,Review Editor,3,2,0,34,0.0000
South Africa,Review Editor,3,3,0,19,0.0000
South Africa,Review Editor,4,1,0,26,0.0000
South Africa,Review Editor,4,2,1,46,2.1739
South Africa,Review Editor,4,3,0,26,0.0000
South Africa,Review Editor,5,1,0,50,0.0000
South Africa,Review Editor,5,2,2,66,3.0303
South Africa,Review Editor,5,3,0,36,0.0000
South Africa,Contributing Author,1,1,0,29,0.0000
South Africa,Contributing Author,1,2,0,147,0.0000
South Africa,Contributing Author,1,3,0,9,0.0000
South Africa,Contributing Author,2,1,0,352,0.0000
South Africa,Contributing Author,2,2,4,294,1.3605
South Africa,Contributing Author,2,3,0,28,0.0000
South Africa,Contributing Author,3,1,2,518,0.3861
South Africa,Contributing Author,3,2,0,232,0.0000
South Africa,Contributing Author,3,3,2,71,2.8169
South Africa,Contributing Author,4,1,2,496,0.4032
South Africa,Contributing Author,4,2,5,217,2.3041
South Africa,Contributing Author,4,3,0,84,0.0000
South Africa,Contributing Author,5,1,2,603,0.3317
South Africa,Contributing Author,5,2,14,386,3.6269
South Korea,Coordinating Lead Author,1,1,0,34,0.0000
South Korea,Coordinating Lead Author,1,2,0,13,0.0000
South Korea,Coordinating Lead Author,1,3,0,19,0.0000
South Korea,Coordinating Lead Author,2,1,0,15,0.0000
South Korea,Coordinating Lead Author,2,2,0,43,0.0000
South Korea,Coordinating Lead Author,2,3,0,12,0.0000
South Korea,Coordinating Lead Author,3,1,0,23,0.0000
South Korea,Coordinating Lead Author,3,2,0,42,0.0000
South Korea,Coordinating Lead Author,3,3,0,20,0.0000
South Korea,Coordinating Lead Author,4,1,0,25,0.0000
South Korea,Coordinating Lead Author,4,2,0,51,0.0000
South Korea,Coordinating Lead Author,4,3,0,25,0.0000
South Korea,Coordinating Lead Author,5,1,0,29,0.0000
South Korea,Coordinating Lead Author,5,2,0,64,0.0000
South Korea,Coordinating Lead Author,5,3,0,34,0.0000
South Korea,Lead Author,1,1,0,214,0.0000
South Korea,Lead Author,1,2,0,11,0.0000
South Korea,Lead Author,1,3,0,43,0.0000
South Korea,Lead Author,2,1,0,84,0.0000
South Korea,Lead Author,2,2,0,287,0.0000
South Korea,Lead Author,2,3,1,65,1.5385
South Korea,Lead Author,3,1,0,137,0.0000
South Korea,Lead Author,3,2,0,184,0.0000
South Korea,Lead Author,3,3,1,139,0.7194
South Korea,Lead Author,4,1,1,139,0.7194
South Korea,Lead Author,4,2,0,197,0.0000
South Korea,Lead Author,4,3,0,175,0.0000
South Korea,Lead Author,5,1,1,195,0.5128
South Korea,Lead Author,5,2,2,236,0.8475
South Korea,Lead Author,5,3,3,243,1.2346
South Korea,Review Editor,3,1,1,21,4.7619
South Korea,Review Editor,3,2,0,34,0.0000
South Korea,Review Editor,3,3,0,19,0.0000
South Korea,Review Editor,4,1,0,26,0.0000
South Korea,Review Editor,4,2,0,46,0.0000
South Korea,Review Editor,4,3,1,26,3.8462
South Korea,Review Editor,5,1,1,50,2.0000
South Korea,Review Editor,5,2,0,66,0.0000
South Korea,Review Editor,5,3,0,36,0.0000
South Korea,Contributing Author,1,1,0,29,0.0000
South Korea,Contributing Author,1,2,0,147,0.0000
South Korea,Contributing Author,1,3,0,9,0.0000
South Korea,Contributing Author,2,1,0,352,0.0000
South Korea,Contributing Author,2,2,0,294,0.0000
South Korea,Contributing Author,2,3,0,28,0.0000
South Korea,Contributing Author,3,1,0,518,0.0000
South Korea,Contributing Author,3,2,0,232,0.0000
South Korea,Contributing Author,3,3,0,71,0.0000
South Korea,Contributing Author,4,1,1,496,0.2016
South Korea,Contributing Author,4,2,0,217,0.0000
South Korea,Contributing Author,4,3,0,84,0.0000
South Korea,Contributing Author,5,1,5,603,0.8292
South Korea,Contributing Author,5,2,1,386,0.2591
Spain,Coordinating Lead Author,1,1,0,34,0.0000
Spain,Coordinating Lead Author,1,2,0,13,0.0000
Spain,Coordinating Lead Author,1,3,0,19,0.0000
Spain,Coordinating Lead Author,2,1,0,15,0.0000
Spain,Coordinating Lead Author,2,2,0,43,0.0000
Spain,Coordinating Lead Author,2,3,0,12,0.0000
Spain,Coordinating Lead Author,3,1,0,23,0.0000
Spain,Coordinating Lead Author,3,2,0,42,0.0000
Spain,Coordinating Lead Author,3,3,0,20,0.0000
Spain,Coordinating Lead Author,4,1,0,25,0.0000
Spain,Coordinating Lead Author,4,2,1,51,1.9608
Spain,Coordinating Lead Author,4,3,0,25,0.0000
Spain,Coordinating Lead Author,5,1,0,29,0.0000
Spain,Coordinating Lead Author,5,2,1,64,1.5625
Spain,Coordinating Lead Author,5,3,0,34,0.0000
Spain,Lead Author,1,1,0,214,0.0000
Spain,Lead Author,1,2,0,11,0.0000
Spain,Lead Author,1,3,0,43,0.0000
Spain,Lead Author,2,1,0,84,0.0000
Spain,Lead Author,2,2,2,287,0.6969
Spain,Lead Author,2,3,0,65,0.0000
Spain,Lead Author,3,1,0,137,0.0000
Spain,Lead Author,3,2,0,184,0.0000
Spain,Lead Author,3,3,0,139,0.0000
Spain,Lead Author,4,1,0,139,0.0000
Spain,Lead Author,4,2,2,197,1.0152
Spain,Lead Author,4,3,1,175,0.5714
Spain,Lead Author,5,1,3,195,1.5385
Spain,Lead Author,5,2,4,236,1.6949
Spain,Lead Author,5,3,3,243,1.2346
Spain,Review Editor,3,1,0,21,0.0000
Spain,Review Editor,3,2,0,34,0.0000
Spain,Review Editor,3,3,0,19,0.0000
Spain,Review Editor,4,1,0,26,0.0000
Spain,Review Editor,4,2,0,46,0.0000
Spain,Review Editor,4,3,0,26,0.0000
Spain,Review Editor,5,1,0,50,0.0000
Spain,Review Editor,5,2,3,66,4.5455
Spain,Review Editor,5,3,1,36,2.7778
Spain,Contributing Author,1,1,0,29,0.0000
Spain,Contributing Author,1,2,0,147,0.0000
Spain,Contributing Author,1,3,0,9,0.0000
Spain,Contributing Author,2,1,0,352,0.0000
Spain,Contributing Author,2,2,1,294,0.3401
Spain,Contributing Author,2,3,1,28,3.5714
Spain,Contributing Author,3,1,3,518,0.5792
Spain,Contributing Author,3,2,0,232,0.0000
Spain,Contributing Author,3,3,0,71,0.0000
Spain,Contributing Author,4,1,3,496,0.6048
Spain,Contributing Author,4,2,1,217,0.4608
Spain,Contributing Author,4,3,0,84,0.0000
Spain,Contributing Author,5,1,12,603,1.9900
Spain,Contributing Author,5,2,6,386,1.5544
Sri Lanka,Coordinating Lead Author,1,1,0,34,0.0000
Sri Lanka,Coordinating Lead Author,1,2,0,13,0.0000
Sri Lanka,Coordinating Lead Author,1,3,0,19,0.0000
Sri Lanka,Coordinating Lead Author,2,1,0,15,0.0000
Sri Lanka,Coordinating Lead Author,2,2,0,43,0.0000
Sri Lanka,Coordinating Lead Author,2,3,0,12,0.0000
Sri Lanka,Coordinating Lead Author,3,1,0,23,0.0000
Sri Lanka,Coordinating Lead Author,3,2,0,42,0.0000
Sri Lanka,Coordinating Lead Author,3,3,0,20,0.0000
Sri Lanka,Coordinating Lead Author,4,1,0,25,0.0000
Sri Lanka,Coordinating Lead Author,4,2,0,51,0.0000
Sri Lanka,Coordinating Lead Author,4,3,0,25,0.0000
Sri Lanka,Coordinating Lead Author,5,1,0,29,0.0000
Sri Lanka,Coordinating Lead Author,5,2,0,64,0.0000
Sri Lanka,Coordinating Lead Author,5,3,0,34,0.0000
Sri Lanka,Lead Author,1,1,0,214,0.0000
Sri Lanka,Lead Author,1,2,0,11,0.0000
Sri Lanka,Lead Author,1,3,0,43,0.0000
Sri Lanka,Lead Author,2,1,0,84,0.0000
Sri Lanka,Lead Author,2,2,1,287,0.3484
Sri Lanka,Lead Author,2,3,1,65,1.5385
Sri Lanka,Lead Author,3,1,0,137,0.0000
Sri Lanka,Lead Author,3,2,1,184,0.5435
Sri Lanka,Lead Author,3,3,0,139,0.0000
Sri Lanka,Lead Author,4,1,0,139,0.0000
Sri Lanka,Lead Author,4,2,0,197,0.0000
Sri Lanka,Lead Author,4,3,0,175,0.0000
Sri Lanka,Lead Author,5,1,0,195,0.0000
Sri Lanka,Lead Author,5,2,1,236,0.4237
Sri Lanka,Lead Author,5,3,0,243,0.0000
Sri Lanka,Review Editor,3,1,0,21,0.0000
Sri Lanka,Review Editor,3,2,0,34,0.0000
Sri Lanka,Review Editor,3,3,0,19,0.0000
Sri Lanka,Review Editor,4,1,0,26,0.0000
Sri Lanka,Review Editor,4,2,1,46,2.1739
Sri Lanka,Review Editor,4,3,1,26,3.8462
Sri Lanka,Review Editor,5,1,0,50,0.0000
Sri Lanka,Review Editor,5,2,0,66,0.0000
Sri Lanka,Review Editor,5,3,0,36,0.0000
Sri Lanka,Contributing Author,1,1,0,29,0.0000
Sri Lanka,Contributing Author,1,2,0,147,0.0000
Sri Lanka,Contributing Author,1,3,0,9,0.0000
Sri Lanka,Contributing Author,2,1,0,352,0.0000
Sri Lanka,Contributing Author,2,2,0,294,0.0000
Sri Lanka,Contributing Author,2,3,0,28,0.0000
Sri Lanka,Contributing Author,3,1,0,518,0.0000
Sri Lanka,Contributing Author,3,2,0,232,0.0000
Sri Lanka,Contributing Author,3,3,0,71,0.0000
Sri Lanka,Contributing Author,4,1,0,496,0.0000
Sri Lanka,Contributing Author,4,2,0,217,0.0000
Sri Lanka,Contributing Author,4,3,0,84,0.0000
Sri Lanka,Contributing Author,5,1,0,603,0.0000
Sri Lanka,Contributing Author,5,2,0,386,0.0000
Sudan,Coordinating Lead Author,1,1,0,34,0.0000
Sudan,Coordinating Lead Author,1,2,0,13,0.0000
Sudan,Coordinating Lead Author,1,3,0,19,0.0000
Sudan,Coordinating Lead Author,2,1,0,15,0.0000
Sudan,Coordinating Lead Author,2,2,0,43,0.0000
Sudan,Coordinating Lead Author,2,3,0,12,0.0000
Sudan,Coordinating Lead Author,3,1,0,23,0.0000
Sudan,Coordinating Lead Author,3,2,0,42,0.0000
Sudan,Coordinating Lead Author,3,3,0,20,0.0000
Sudan,Coordinating Lead Author,4,1,0,25,0.0000
Sudan,Coordinating Lead Author,4,2,0,51,0.0000
Sudan,Coordinating Lead Author,4,3,0,25,0.0000
Sudan,Coordinating Lead Author,5,1,0,29,0.0000
Sudan,Coordinating Lead Author,5,2,0,64,0.0000
Sudan,Coordinating Lead Author,5,3,0,34,0.0000
Sudan,Lead Author,1,1,1,214,0.4673
Sudan,Lead Author,1,2,0,11,0.0000
Sudan,Lead Author,1,3,0,43,0.0000
Sudan,Lead Author,2,1,0,84,0.0000
Sudan,Lead Author,2,2,0,287,0.0000
Sudan,Lead Author,2,3,0,65,0.0000
Sudan,Lead Author,3,1,0,137,0.0000
Sudan,Lead Author,3,2,0,184,0.0000
Sudan,Lead Author,3,3,0,139,0.0000
Sudan,Lead Author,4,1,0,139,0.0000
Sudan,Lead Author,4,2,1,197,0.5076
Sudan,Lead Author,4,3,3,175,1.7143
Sudan,Lead Author,5,1,0,195,0.0000
Sudan,Lead Author,5,2,2,236,0.8475
Sudan,Lead Author,5,3,2,243,0.8230
Sudan,Review Editor,3,1,0,21,0.0000
Sudan,Review Editor,3,2,0,34,0.0000
Sudan,Review Editor,3,3,0,19,0.0000
Sudan,Review Editor,4,1,0,26,0.0000
Sudan,Review Editor,4,2,1,46,2.1739
Sudan,Review Editor,4,3,1,26,3.8462
Sudan,Review Editor,5,1,0,50,0.0000
Sudan,Review Editor,5,2,0,66,0.0000
Sudan,Review Editor,5,3,2,36,5.5556
Sudan,Contributing Author,1,1,0,29,0.0000
Sudan,Contributing Author,1,2,0,147,0.0000
Sudan,Contributing Author,1,3,0,9,0.0000
Sudan,Contributing Author,2,1,0,352,0.0000
Sudan,Contributing Author,2,2,0,294,0.0000
Sudan,Contributing Author,2,3,0,28,0.0000
Sudan,Contributing Author,3,1,0,518,0.0000
Sudan,Contributing Author,3,2,0,232,0.0000
Sudan,Contributing Author,3,3,0,71,0.0000
Sudan,Contributing Author,4,1,0,496,0.0000
Sudan,Contributing Author,4,2,0,217,0.0000
Sudan,Contributing Author,4,3,0,84,0.0000
Sudan,Contributing Author,5,1,0,603,0.0000
Sudan,Contributing Author,5,2,0,386,0.0000
Swaziland,Coordinating Lead Author,1,1,0,34,0.0000
Swaziland,Coordinating Lead Author,1,2,0,13,0.0000
Swaziland,Coordinating Lead Author,1,3,0,19,0.0000
Swaziland,Coordinating Lead Author,2,1,0,15,0.0000
Swaziland,Coordinating Lead Author,2,2,0,43,0.0000
Swaziland,Coordinating Lead Author,2,3,0,12,0.0000
Swaziland,Coordinating Lead Author,3,1,0,23,0.0000
Swaziland,Coordinating Lead Author,3,2,0,42,0.0000
Swaziland,Coordinating Lead Author,3,3,0,20,0.0000
Swaziland,Coordinating Lead Author,4,1,0,25,0.0000
Swaziland,Coordinating Lead Author,4,2,0,51,0.0000
Swaziland,Coordinating Lead Author,4,3,0,25,0.0000
Swaziland,Coordinating Lead Author,5,1,0,29,0.0000
Swaziland,Coordinating Lead Author,5,2,0,64,0.0000
Swaziland,Coordinating Lead Author,5,3,0,34,0.0000
Swaziland,Lead Author,1,1,0,214,0.0000
Swaziland,Lead Author,1,2,0,11,0.0000
Swaziland,Lead Author,1,3,0,43,0.0000
Swaziland,Lead Author,2,1,0,84,0.0000
Swaziland,Lead Author,2,2,0,287,0.0000
Swaziland,Lead Author,2,3,0,65,0.0000
Swaziland,Lead Author,3,1,0,137,0.0000
Swaziland,Lead Author,3,2,0,184,0.0000
Swaziland,Lead Author,3,3,0,139,0.0000
Swaziland,Lead Author,4,1,0,139,0.0000
Swaziland,Lead Author,4,2,0,197,0.0000
Swaziland,Lead Author,4,3,0,175,0.0000
Swaziland,Lead Author,5,1,1,195,0.5128
Swaziland,Lead Author,5,2,0,236,0.0000
Swaziland,Lead Author,5,3,0,243,0.0000
Swaziland,Review Editor,3,1,0,21,0.0000
Swaziland,Review Editor,3,2,0,34,0.0000
Swaziland,Review Editor,3,3,0,19,0.0000
Swaziland,Review Editor,4,1,0,26,0.0000
Swaziland,Review Editor,4,2,0,46,0.0000
Swaziland,Review Editor,4,3,0,26,0.0000
Swaziland,Review Editor,5,1,0,50,0.0000
Swaziland,Review Editor,5,2,0,66,0.0000
Swaziland,Review Editor,5,3,0,36,0.0000
Swaziland,Contributing Author,1,1,0,29,0.0000
Swaziland,Contributing Author,1,2,0,147,0.0000
Swaziland,Contributing Author,1,3,0,9,0.0000
Swaziland,Contributing Author,2,1,0,352,0.0000
Swaziland,Contributing Author,2,2,0,294,0.0000
Swaziland,Contributing Author,2,3,0,28,0.0000
Swaziland,Contributing Author,3,1,0,518,0.0000
Swaziland,Contributing Author,3,2,0,232,0.0000
Swaziland,Contributing Author,3,3,0,71,0.0000
Swaziland,Contributing Author,4,1,0,496,0.0000
Swaziland,Contributing Author,4,2,0,217,0.0000
Swaziland,Contributing Author,4,3,0,84,0.0000
Swaziland,Contributing Author,5,1,0,603,0.0000
Swaziland,Contributing Author,5,2,1,386,0.2591
Sweden,Coordinating Lead Author,1,1,1,34,2.9412
Sweden,Coordinating Lead Author,1,2,0,13,0.0000
Sweden,Coordinating Lead Author,1,3,0,19,0.0000
Sweden,Coordinating Lead Author,2,1,0,15,0.0000
Sweden,Coordinating Lead Author,2,2,3,43,6.9767
Sweden,Coordinating Lead Author,2,3,0,12,0.0000
Sweden,Coordinating Lead Author,3,1,0,23,0.0000
Sweden,Coordinating Lead Author,3,2,0,42,0.0000
Sweden,Coordinating Lead Author,3,3,0,20,0.0000
Sweden,Coordinating Lead Author,4,1,0,25,0.0000
Sweden,Coordinating Lead Author,4,2,1,51,1.9608
Sweden,Coordinating Lead Author,4,3,0,25,0.0000
Sweden,Coordinating Lead Author,5,1,0,29,0.0000
Sweden,Coordinating Lead Author,5,2,2,64,3.1250
Sweden,Coordinating Lead Author,5,3,0,34,0.0000
Sweden,Lead Author,1,1,4,214,1.8692
Sweden,Lead Author,1,2,0,11,0.0000
Sweden,Lead Author,1,3,0,43,0.0000
Sweden,Lead Author,2,1,3,84,3.5714
Sweden,Lead Author,2,2,5,287,1.7422
Sweden,Lead Author,2,3,1,65,1.5385
Sweden,Lead Author,3,1,0,137,0.0000
Sweden,Lead Author,3,2,2,184,1.0870
Sweden,Lead Author,3,3,1,139,0.7194
Sweden,Lead Author,4,1,0,139,0.0000
Sweden,Lead Author,4,2,3,197,1.5228
Sweden,Lead Author,4,3,0,175,0.0000
Sweden,Lead Author,5,1,2,195,1.0256
Sweden,Lead Author,5,2,5,236,2.1186
Sweden,Lead Author,5,3,2,243,0.8230
Sweden,Review Editor,3,1,1,21,4.7619
Sweden,Review Editor,3,2,0,34,0.0000
Sweden,Review Editor,3,3,0,19,0.0000
Sweden,Review Editor,4,1,0,26,0.0000
Sweden,Review Editor,4,2,0,46,0.0000
Sweden,Review Editor,4,3,0,26,0.0000
Sweden,Review Editor,5,1,0,50,0.0000
Sweden,Review Editor,5,2,0,66,0.0000
Sweden,Review Editor,5,3,0,36,0.0000
Sweden,Contributing Author,1,1,0,29,0.0000
Sweden,Contributing Author,1,2,0,147,0.0000
Sweden,Contributing Author,1,3,0,9,0.0000
Sweden,Contributing Author,2,1,2,352,0.5682
Sweden,Contributing Author,2,2,5,294,1.7007
Sweden,Contributing Author,2,3,1,28,3.5714
Sweden,Contributing Author,3,1,6,518,1.1583
Sweden,Contributing Author,3,2,2,232,0.8621
Sweden,Contributing Author,3,3,0,71,0.0000
Sweden,Contributing Author,4,1,5,496,1.0081
Sweden,Contributing Author,4,2,7,217,3.2258
Sweden,Contributing Author,4,3,0,84,0.0000
Sweden,Contributing Author,5,1,5,603,0.8292
Sweden,Contributing Author,5,2,3,386,0.7772
Switzerland,Coordinating Lead Author,1,1,2,34,5.8824
Switzerland,Coordinating Lead Author,1,2,0,13,0.0000
Switzerland,Coordinating Lead Author,1,3,0,19,0.0000
Switzerland,Coordinating Lead Author,2,1,0,15,0.0000
Switzerland,Coordinating Lead Author,2,2,3,43,6.9767
Switzerland,Coordinating Lead Author,2,3,1,12,8.3333
Switzerland,Coordinating Lead Author,3,1,1,23,4.3478
Switzerland,Coordinating Lead Author,3,2,0,42,0.0000
Switzerland,Coordinating Lead Author,3,3,0,20,0.0000
Switzerland,Coordinating Lead Author,4,1,1,25,4.0000
Switzerland,Coordinating Lead Author,4,2,1,51,1.9608
Switzerland,Coordinating Lead Author,4,3,0,25,0.0000
Switzerland,Coordinating Lead Author,5,1,1,29,3.4483
Switzerland,Coordinating Lead Author,5,2,0,64,0.0000
Switzerland,Coordinating Lead Author,5,3,0,34,0.0000
Switzerland,Lead Author,1,1,3,214,1.4019
Switzerland,Lead Author,1,2,0,11,0.0000
Switzerland,Lead Author,1,3,1,43,2.3256
Switzerland,Lead Author,2,1,2,84,2.3810
Switzerland,Lead Author,2,2,7,287,2.4390
Switzerland,Lead Author,2,3,0,65,0.0000
Switzerland,Lead Author,3,1,1,137,0.7299
Switzerland,Lead Author,3,2,0,184,0.0000
Switzerland,Lead Author,3,3,1,139,0.7194
Switzerland,Lead Author,4,1,3,139,2.1583
Switzerland,Lead Author,4,2,3,197,1.5228
Switzerland,Lead Author,4,3,1,175,0.5714
Switzerland,Lead Author,5,1,10,195,5.1282
Switzerland,Lead Author,5,2,2,236,0.8475
Switzerland,Lead Author,5,3,5,243,2.0576
Switzerland,Review Editor,3,1,1,21,4.7619
Switzerland,Review Editor,3,2,1,34,2.9412
Switzerland,Review Editor,3,3,0,19,0.0000
Switzerland,Review Editor,4,1,0,26,0.0000
Switzerland,Review Editor,4,2,0,46,0.0000
Switzerland,Review Editor,4,3,0,26,0.0000
Switzerland,Review Editor,5,1,1,50,2.0000
